,shot#,time,Ip,Bt,a,R,tria,elon,Wmcc,Ti0,Zeff,n42,fname,Paux
0,41112.0,0.17959999999999998,398.973,0.81,23.1,36.2,0.35,1.8,11600.0,1204.0,2.1695119664375118,5.0,Profiles_export_4/shot41112_t180.txt,925.5032251982648
1,41112.0,0.18259999999999998,398.973,0.81,23.2,36.2,0.36,1.8,12177.0,1232.0,2.135741635753874,5.2,Profiles_export_4/shot41112_t183.txt,925.5032251982648
2,41112.0,0.18569999999999998,398.973,0.81,23.2,36.3,0.36,1.8,12433.0,1218.0,2.223877743626822,4.7,Profiles_export_4/shot41112_t186.txt,925.5032251982648
3,41112.0,0.18869999999999998,398.973,0.81,23.2,36.4,0.36,1.8,12693.0,1259.0,2.2430911350240526,4.6,Profiles_export_4/shot41112_t189.txt,925.5032251982648
4,41112.0,0.19169999999999998,398.973,0.81,23.2,36.4,0.36,1.8,13197.0,1194.0,2.262898351968714,4.5,Profiles_export_4/shot41112_t192.txt,925.5032251982648
5,41112.0,0.1948,398.973,0.81,23.2,36.4,0.36,1.8,13393.0,1444.0,2.223877743626822,4.7,Profiles_export_4/shot41112_t195.txt,925.5032251982648
6,41112.0,0.1978,398.973,0.81,23.2,36.4,0.36,1.8,13403.0,1296.0,2.304425484539792,4.3,Profiles_export_4/shot41112_t198.txt,925.5032251982648
7,41112.0,0.2008,398.973,0.81,23.2,36.4,0.36,1.8,13713.0,1296.0,2.304425484539792,4.3,Profiles_export_4/shot41112_t201.txt,925.5032251982648
8,41112.0,0.2039,398.973,0.81,23.2,36.3,0.36,1.8,13551.0,1207.0,2.3487484633150753,4.1,Profiles_export_4/shot41112_t204.txt,925.5032251982648
9,41112.0,0.2069,398.973,0.81,23.1,36.4,0.35,1.8,13574.0,1194.0,2.372062103068877,4.0,Profiles_export_4/shot41112_t207.txt,925.5032251982648
10,41112.0,0.2099,398.973,0.81,23.1,36.4,0.36,1.8,13282.0,1202.0,2.421233159153311,3.8,Profiles_export_4/shot41112_t210.txt,925.5032251982648
11,41112.0,0.213,398.973,0.81,23.1,36.4,0.36,1.8,13217.0,1313.0,2.3962063175777413,3.9,Profiles_export_4/shot41112_t213.txt,925.5032251982648
12,41112.0,0.216,398.973,0.81,23.0,36.4,0.36,1.8,12977.0,1278.0,2.421233159153311,3.8,Profiles_export_4/shot41112_t216.txt,925.5032251982648
13,41112.0,0.219,398.973,0.81,23.0,36.4,0.36,1.8,13031.0,1359.0,2.474167235231339,3.6,Profiles_export_4/shot41112_t219.txt,925.5032251982648
14,41112.0,0.2221,398.973,0.81,23.0,36.4,0.36,1.8,12933.0,1293.0,2.502204690812758,3.5,Profiles_export_4/shot41112_t222.txt,925.5032251982648
15,41112.0,0.2251,398.973,0.81,22.9,36.4,0.34,1.8,12988.0,1356.0,2.502204690812758,3.5,Profiles_export_4/shot41112_t225.txt,925.5032251982648
16,41112.0,0.2281,398.973,0.81,22.9,36.4,0.34,1.8,12747.0,1298.0,2.531386646768293,3.4,Profiles_export_4/shot41112_t228.txt,925.5032251982648
17,41112.0,0.2312,398.973,0.81,23.0,36.2,0.36,1.8,12888.0,1275.0,2.561795601826296,3.3,Profiles_export_4/shot41112_t231.txt,925.5032251982648
18,41114.0,0.17959999999999998,404.316,0.81,23.5,36.1,0.34,1.8,14437.0,1242.0,1.885587594139599,7.1,Profiles_export_4/shot41114_t180.txt,925.9174783161448
19,41114.0,0.18259999999999998,404.316,0.81,23.6,36.2,0.35,1.8,14668.0,1294.0,1.8647512528477523,7.3,Profiles_export_4/shot41114_t183.txt,925.9174783161448
20,41114.0,0.18569999999999998,404.316,0.81,23.4,36.3,0.37,1.8,14173.0,1146.0,1.9533708792835565,6.5,Profiles_export_4/shot41114_t186.txt,925.9174783161448
21,41114.0,0.18869999999999998,404.316,0.81,23.6,36.2,0.38,1.8,14752.0,1323.0,1.9184323383749537,6.8,Profiles_export_4/shot41114_t189.txt,925.9174783161448
22,41114.0,0.19169999999999998,404.316,0.81,23.4,36.3,0.37,1.8,14185.0,1226.0,1.9414780168507964,6.6,Profiles_export_4/shot41114_t192.txt,925.9174783161448
23,41114.0,0.1948,404.316,0.81,23.5,36.2,0.37,1.8,15192.0,1146.0,2.0169240821733236,6.0,Profiles_export_4/shot41114_t195.txt,925.9174783161448
24,41114.0,0.1978,404.316,0.81,23.5,36.2,0.37,1.8,14746.0,1296.0,1.9414780168507964,6.6,Profiles_export_4/shot41114_t198.txt,925.9174783161448
25,41114.0,0.2008,404.316,0.81,23.4,36.3,0.36,1.8,14506.0,1162.0,1.9906429761696718,6.2,Profiles_export_4/shot41114_t201.txt,925.9174783161448
26,41114.0,0.2039,404.316,0.81,23.4,36.4,0.36,1.8,14503.0,1106.0,2.0444611121999645,5.8,Profiles_export_4/shot41114_t204.txt,925.9174783161448
27,41114.0,0.2069,404.316,0.81,23.4,36.3,0.36,1.8,14831.0,1327.0,2.0169240821733236,6.0,Profiles_export_4/shot41114_t207.txt,925.9174783161448
28,41114.0,0.2099,404.316,0.81,23.4,36.3,0.37,1.8,14411.0,1231.0,2.030529236291745,5.9,Profiles_export_4/shot41114_t210.txt,925.9174783161448
29,41114.0,0.213,404.316,0.81,23.3,36.3,0.38,1.8,14363.0,1162.0,2.0733605974178264,5.6,Profiles_export_4/shot41114_t213.txt,925.9174783161448
30,41114.0,0.216,404.316,0.81,23.2,36.4,0.37,1.8,14146.0,1097.0,2.11953066289934,5.3,Profiles_export_4/shot41114_t216.txt,925.9174783161448
31,41114.0,0.219,404.316,0.81,23.2,36.4,0.36,1.8,14102.0,1342.0,2.058733395274478,5.7,Profiles_export_4/shot41114_t219.txt,925.9174783161448
32,41114.0,0.2221,404.316,0.81,23.1,36.4,0.36,1.8,14224.0,1325.0,2.0883581228275543,5.5,Profiles_export_4/shot41114_t222.txt,925.9174783161448
33,41114.0,0.2251,404.316,0.81,23.1,36.4,0.36,1.8,13927.0,1261.0,2.0883581228275543,5.5,Profiles_export_4/shot41114_t225.txt,925.9174783161448
34,41114.0,0.2281,404.316,0.81,23.1,36.4,0.36,1.8,14061.0,1162.0,2.1695119664375118,5.0,Profiles_export_4/shot41114_t228.txt,925.9174783161448
35,41114.0,0.2312,404.316,0.81,23.2,36.3,0.36,1.8,14152.0,1094.0,2.1871150025512565,4.9,Profiles_export_4/shot41114_t231.txt,925.9174783161448
36,41120.0,0.17959999999999998,301.836,0.81,23.7,36.3,0.34,1.7,9692.0,873.0,1.875068133378685,7.2,Profiles_export_4/shot41120_t180.txt,927.2983220373249
37,41120.0,0.18259999999999998,301.836,0.81,23.6,36.2,0.33,1.6,9438.0,987.0,1.875068133378685,7.2,Profiles_export_4/shot41120_t183.txt,927.2983220373249
38,41120.0,0.18569999999999998,301.836,0.81,23.7,36.3,0.37,1.7,9218.0,996.0,1.875068133378685,7.2,Profiles_export_4/shot41120_t186.txt,927.2983220373249
39,41120.0,0.18869999999999998,301.836,0.81,23.8,36.4,0.4,1.7,9360.0,960.0,1.854630355423014,7.4,Profiles_export_4/shot41120_t189.txt,927.2983220373249
40,41120.0,0.19169999999999998,301.836,0.81,23.8,36.4,0.39,1.7,9772.0,886.0,1.8349516053564903,7.6,Profiles_export_4/shot41120_t192.txt,927.2983220373249
41,41120.0,0.1948,301.836,0.81,23.7,36.3,0.39,1.7,9965.0,824.0,1.8349516053564903,7.6,Profiles_export_4/shot41120_t195.txt,927.2983220373249
42,41120.0,0.1978,301.836,0.81,23.6,36.4,0.39,1.7,9665.0,1042.0,1.762943269719215,8.4,Profiles_export_4/shot41120_t198.txt,927.2983220373249
43,41120.0,0.2008,301.836,0.81,23.6,36.4,0.39,1.7,9670.0,987.0,1.8159848061647295,7.8,Profiles_export_4/shot41120_t201.txt,927.2983220373249
44,41120.0,0.2039,301.836,0.81,23.5,36.4,0.38,1.7,9341.0,904.0,1.7976869132064963,8.0,Profiles_export_4/shot41120_t204.txt,927.2983220373249
45,41120.0,0.2069,301.836,0.81,23.4,36.5,0.39,1.7,9361.0,815.0,1.7887763492204287,8.1,Profiles_export_4/shot41120_t207.txt,927.2983220373249
46,41120.0,0.2099,301.836,0.81,23.4,36.5,0.39,1.7,9361.0,1040.0,1.7546176002392406,8.5,Profiles_export_4/shot41120_t210.txt,927.2983220373249
47,41120.0,0.213,301.836,0.81,23.4,36.5,0.4,1.7,9128.0,994.0,1.771408868817201,8.3,Profiles_export_4/shot41120_t213.txt,927.2983220373249
48,41120.0,0.216,301.836,0.81,23.2,36.5,0.38,1.7,8967.0,933.0,1.771408868817201,8.3,Profiles_export_4/shot41120_t216.txt,927.2983220373249
49,41120.0,0.219,301.836,0.81,23.0,36.6,0.37,1.7,8982.0,852.0,1.7976869132064963,8.0,Profiles_export_4/shot41120_t219.txt,927.2983220373249
50,41120.0,0.2221,301.836,0.81,23.1,36.6,0.38,1.7,9228.0,1041.0,1.746427941602857,8.6,Profiles_export_4/shot41120_t222.txt,927.2983220373249
51,41120.0,0.2251,301.836,0.81,23.0,36.6,0.38,1.7,9166.0,987.0,1.771408868817201,8.3,Profiles_export_4/shot41120_t225.txt,927.2983220373249
52,41120.0,0.2281,301.836,0.81,23.0,36.7,0.39,1.7,9313.0,995.0,1.7800184782062496,8.2,Profiles_export_4/shot41120_t228.txt,927.2983220373249
53,41120.0,0.2312,301.836,0.81,23.1,36.7,0.38,1.7,9391.0,1009.0,1.7976869132064963,8.0,Profiles_export_4/shot41120_t231.txt,927.2983220373249
54,42557.0,0.1663,313.27,0.82,23.0,35.8,0.34,1.8,8167.0,965.0,1.9533708792835565,6.5,Profiles_export_4/shot42557_t166.txt,387.21757708784503
55,42557.0,0.1695,313.27,0.82,22.8,36.0,0.34,1.8,8273.0,984.0,1.9184323383749537,6.8,Profiles_export_4/shot42557_t170.txt,387.21757708784503
56,42557.0,0.1726,313.27,0.82,22.5,36.3,0.32,1.8,8046.0,983.0,1.8963165513324627,7.0,Profiles_export_4/shot42557_t173.txt,387.21757708784503
57,42557.0,0.1757,313.27,0.82,22.3,36.3,0.32,1.8,8371.0,864.0,1.885587594139599,7.1,Profiles_export_4/shot42557_t176.txt,387.21757708784503
58,42557.0,0.17880000000000001,313.27,0.82,22.3,36.3,0.32,1.7,8440.0,900.0,1.885587594139599,7.1,Profiles_export_4/shot42557_t179.txt,387.21757708784503
59,42557.0,0.182,313.27,0.82,22.2,36.3,0.32,1.7,8322.0,965.0,1.854630355423014,7.4,Profiles_export_4/shot42557_t182.txt,387.21757708784503
60,42557.0,0.1851,313.27,0.82,22.1,36.5,0.31,1.7,7908.0,856.0,1.854630355423014,7.4,Profiles_export_4/shot42557_t185.txt,387.21757708784503
61,42557.0,0.18819999999999998,313.27,0.82,22.1,36.4,0.31,1.7,8317.0,766.0,1.7887763492204287,8.1,Profiles_export_4/shot42557_t188.txt,387.21757708784503
62,42557.0,0.19140000000000001,313.27,0.82,22.0,36.4,0.31,1.7,8216.0,815.0,1.8349516053564903,7.6,Profiles_export_4/shot42557_t191.txt,387.21757708784503
63,42557.0,0.1945,313.27,0.82,22.0,36.5,0.31,1.7,8104.0,882.0,1.8349516053564903,7.6,Profiles_export_4/shot42557_t194.txt,387.21757708784503
64,42557.0,0.1976,313.27,0.82,21.8,36.7,0.3,1.7,8190.0,753.0,1.8349516053564903,7.6,Profiles_export_4/shot42557_t198.txt,387.21757708784503
65,42557.0,0.2007,313.27,0.82,21.8,36.6,0.3,1.7,8346.0,856.0,1.8253819912919798,7.7,Profiles_export_4/shot42557_t201.txt,387.21757708784503
66,42557.0,0.2039,313.27,0.82,21.6,36.7,0.3,1.8,8108.0,746.0,1.8159848061647295,7.8,Profiles_export_4/shot42557_t204.txt,387.21757708784503
67,42557.0,0.207,313.27,0.82,21.6,36.7,0.3,1.8,8245.0,799.0,1.8067547915124083,7.9,Profiles_export_4/shot42557_t207.txt,387.21757708784503
68,42557.0,0.21009999999999998,313.27,0.82,21.4,36.7,0.3,1.7,8135.0,695.0,1.8159848061647295,7.8,Profiles_export_4/shot42557_t210.txt,387.21757708784503
69,42557.0,0.2132,313.27,0.82,21.2,36.8,0.29,1.7,7967.0,815.0,1.7976869132064963,8.0,Profiles_export_4/shot42557_t213.txt,387.21757708784503
70,42557.0,0.2164,313.27,0.82,21.1,36.9,0.28,1.8,7886.0,738.0,1.7887763492204287,8.1,Profiles_export_4/shot42557_t216.txt,387.21757708784503
71,42557.0,0.2195,313.27,0.82,20.9,37.0,0.29,1.8,7518.0,648.0,1.7976869132064963,8.0,Profiles_export_4/shot42557_t220.txt,387.21757708784503
72,42558.0,0.1695,308.716,0.82,22.6,36.2,0.32,1.8,8298.0,806.0,1.90726226049746,6.9,Profiles_export_4/shot42558_t170.txt,387.9788354487848
73,42558.0,0.1726,308.716,0.82,22.4,36.5,0.31,1.8,7995.0,832.0,1.875068133378685,7.2,Profiles_export_4/shot42558_t173.txt,387.9788354487848
74,42558.0,0.1757,308.716,0.82,22.2,36.6,0.32,1.8,8185.0,890.0,1.854630355423014,7.4,Profiles_export_4/shot42558_t176.txt,387.9788354487848
75,42558.0,0.17880000000000001,308.716,0.82,22.2,36.5,0.32,1.7,8514.0,776.0,1.8253819912919798,7.7,Profiles_export_4/shot42558_t179.txt,387.9788354487848
76,42558.0,0.182,308.716,0.82,22.1,36.5,0.31,1.7,8323.0,855.0,1.8159848061647295,7.8,Profiles_export_4/shot42558_t182.txt,387.9788354487848
77,42558.0,0.1851,308.716,0.82,22.0,36.6,0.31,1.7,8053.0,761.0,1.8159848061647295,7.8,Profiles_export_4/shot42558_t185.txt,387.9788354487848
78,42558.0,0.18819999999999998,308.716,0.82,22.0,36.7,0.31,1.7,8110.0,823.0,1.7976869132064963,8.0,Profiles_export_4/shot42558_t188.txt,387.9788354487848
79,42558.0,0.19140000000000001,308.716,0.82,21.9,36.7,0.3,1.7,8129.0,753.0,1.8067547915124083,7.9,Profiles_export_4/shot42558_t191.txt,387.9788354487848
80,42558.0,0.1945,308.716,0.82,21.8,36.8,0.3,1.7,8014.0,689.0,1.844699144263494,7.5,Profiles_export_4/shot42558_t194.txt,387.9788354487848
81,42558.0,0.1976,308.716,0.82,21.6,36.8,0.3,1.7,8127.0,768.0,1.7976869132064963,8.0,Profiles_export_4/shot42558_t198.txt,387.9788354487848
82,42558.0,0.2007,308.716,0.82,21.4,36.7,0.29,1.7,8146.0,689.0,1.7976869132064963,8.0,Profiles_export_4/shot42558_t201.txt,387.9788354487848
83,42558.0,0.2039,308.716,0.82,21.3,36.8,0.28,1.7,7965.0,799.0,1.8067547915124083,7.9,Profiles_export_4/shot42558_t204.txt,387.9788354487848
84,42558.0,0.207,308.716,0.82,21.2,36.9,0.28,1.7,7732.0,739.0,1.8253819912919798,7.7,Profiles_export_4/shot42558_t207.txt,387.9788354487848
85,42558.0,0.21009999999999998,308.716,0.82,21.1,37.0,0.28,1.7,7647.0,715.0,1.8159848061647295,7.8,Profiles_export_4/shot42558_t210.txt,387.9788354487848
86,42558.0,0.2132,308.716,0.82,20.9,37.1,0.28,1.7,7636.0,650.0,1.8159848061647295,7.8,Profiles_export_4/shot42558_t213.txt,387.9788354487848
87,42558.0,0.2164,308.716,0.82,20.7,37.1,0.26,1.7,7502.0,636.0,1.8159848061647295,7.8,Profiles_export_4/shot42558_t216.txt,387.9788354487848
88,42559.0,0.1757,299.554,0.82,21.3,36.9,0.28,1.7,7974.0,776.0,1.854630355423014,7.4,Profiles_export_4/shot42559_t176.txt,388.4042445346349
89,42559.0,0.1789,299.554,0.82,21.1,37.0,0.27,1.8,7990.0,710.0,1.8349516053564903,7.6,Profiles_export_4/shot42559_t179.txt,388.4042445346349
90,42559.0,0.182,299.554,0.82,21.1,37.0,0.27,1.7,7661.0,695.0,1.8253819912919798,7.7,Profiles_export_4/shot42559_t182.txt,388.4042445346349
91,42559.0,0.1851,299.554,0.82,21.1,37.1,0.26,1.7,7580.0,682.0,1.7976869132064963,8.0,Profiles_export_4/shot42559_t185.txt,388.4042445346349
92,42559.0,0.18819999999999998,299.554,0.82,21.0,37.2,0.26,1.7,7524.0,649.0,1.7887763492204287,8.1,Profiles_export_4/shot42559_t188.txt,388.4042445346349
93,42559.0,0.19140000000000001,299.554,0.82,20.9,37.2,0.27,1.7,7312.0,642.0,1.771408868817201,8.3,Profiles_export_4/shot42559_t191.txt,388.4042445346349
94,42559.0,0.1945,299.554,0.82,20.7,37.3,0.26,1.7,7436.0,606.0,1.7800184782062496,8.2,Profiles_export_4/shot42559_t194.txt,388.4042445346349
95,42567.0,0.1663,309.906,0.82,23.1,35.9,0.34,1.7,8390.0,984.0,1.9184323383749537,6.8,Profiles_export_4/shot42567_t166.txt,389.09833304131985
96,42567.0,0.1695,309.906,0.82,22.8,36.3,0.33,1.8,8007.0,848.0,1.90726226049746,6.9,Profiles_export_4/shot42567_t170.txt,389.09833304131985
97,42567.0,0.1726,309.906,0.82,22.5,36.5,0.31,1.8,8275.0,891.0,1.8963165513324627,7.0,Profiles_export_4/shot42567_t173.txt,389.09833304131985
98,42567.0,0.1757,309.906,0.82,22.4,36.3,0.33,1.7,9014.0,946.0,1.8159848061647295,7.8,Profiles_export_4/shot42567_t176.txt,389.09833304131985
99,42567.0,0.1789,309.906,0.82,22.1,36.2,0.31,1.7,8637.0,783.0,1.8159848061647295,7.8,Profiles_export_4/shot42567_t179.txt,389.09833304131985
100,42567.0,0.182,309.906,0.82,21.9,36.3,0.31,1.8,7907.0,768.0,1.8159848061647295,7.8,Profiles_export_4/shot42567_t182.txt,389.09833304131985
101,42567.0,0.1851,309.906,0.82,21.9,36.5,0.3,1.7,7777.0,753.0,1.8159848061647295,7.8,Profiles_export_4/shot42567_t185.txt,389.09833304131985
102,42567.0,0.18819999999999998,309.906,0.82,22.0,36.6,0.31,1.7,7736.0,739.0,1.844699144263494,7.5,Profiles_export_4/shot42567_t188.txt,389.09833304131985
103,42567.0,0.19140000000000001,309.906,0.82,21.9,36.7,0.3,1.7,7703.0,815.0,1.8349516053564903,7.6,Profiles_export_4/shot42567_t191.txt,389.09833304131985
104,42567.0,0.1945,309.906,0.82,21.8,36.7,0.3,1.7,7779.0,717.0,1.844699144263494,7.5,Profiles_export_4/shot42567_t194.txt,389.09833304131985
105,42567.0,0.1976,309.906,0.82,21.6,36.7,0.29,1.7,8324.0,799.0,1.8067547915124083,7.9,Profiles_export_4/shot42567_t198.txt,389.09833304131985
106,42567.0,0.2007,309.906,0.82,21.5,36.6,0.29,1.7,8350.0,703.0,1.8253819912919798,7.7,Profiles_export_4/shot42567_t201.txt,389.09833304131985
107,42567.0,0.2039,309.906,0.82,21.4,36.8,0.29,1.7,7726.0,807.0,1.8159848061647295,7.8,Profiles_export_4/shot42567_t204.txt,389.09833304131985
108,42567.0,0.207,309.906,0.82,21.3,36.9,0.29,1.7,8009.0,709.0,1.8349516053564903,7.6,Profiles_export_4/shot42567_t207.txt,389.09833304131985
109,42567.0,0.21009999999999998,309.906,0.82,21.1,36.9,0.29,1.7,7872.0,840.0,1.7800184782062496,8.2,Profiles_export_4/shot42567_t210.txt,389.09833304131985
110,42567.0,0.21330000000000002,309.906,0.82,21.0,36.9,0.28,1.7,7701.0,738.0,1.7887763492204287,8.1,Profiles_export_4/shot42567_t213.txt,389.09833304131985
111,42567.0,0.2164,309.906,0.82,20.8,37.0,0.28,1.7,7780.0,682.0,1.7887763492204287,8.1,Profiles_export_4/shot42567_t216.txt,389.09833304131985
112,42567.0,0.2195,309.906,0.82,20.7,37.0,0.28,1.7,7303.0,768.0,1.762943269719215,8.4,Profiles_export_4/shot42567_t220.txt,389.09833304131985
113,42568.0,0.1663,305.775,0.82,22.5,36.3,0.31,1.8,7986.0,807.0,1.9184323383749537,6.8,Profiles_export_4/shot42568_t166.txt,386.63543833697986
114,42568.0,0.1695,305.775,0.82,22.3,36.5,0.31,1.8,7910.0,874.0,1.875068133378685,7.2,Profiles_export_4/shot42568_t170.txt,386.63543833697986
115,42568.0,0.1726,305.775,0.82,22.1,36.6,0.31,1.8,8214.0,776.0,1.854630355423014,7.4,Profiles_export_4/shot42568_t173.txt,386.63543833697986
116,42568.0,0.1757,305.775,0.82,21.9,36.6,0.3,1.7,8134.0,746.0,1.8253819912919798,7.7,Profiles_export_4/shot42568_t176.txt,386.63543833697986
117,42568.0,0.1789,305.775,0.82,21.8,36.6,0.3,1.7,8097.0,783.0,1.7976869132064963,8.0,Profiles_export_4/shot42568_t179.txt,386.63543833697986
118,42568.0,0.182,305.775,0.82,21.8,36.7,0.3,1.7,7811.0,716.0,1.7887763492204287,8.1,Profiles_export_4/shot42568_t182.txt,386.63543833697986
119,42568.0,0.1851,305.775,0.82,21.7,36.8,0.3,1.7,7714.0,790.0,1.7887763492204287,8.1,Profiles_export_4/shot42568_t185.txt,386.63543833697986
120,42568.0,0.18819999999999998,305.775,0.82,21.6,36.9,0.28,1.7,7763.0,689.0,1.7887763492204287,8.1,Profiles_export_4/shot42568_t188.txt,386.63543833697986
121,42568.0,0.19140000000000001,305.775,0.82,21.5,36.9,0.28,1.7,7821.0,648.0,1.7800184782062496,8.2,Profiles_export_4/shot42568_t191.txt,386.63543833697986
122,42568.0,0.1945,305.775,0.82,21.4,36.9,0.28,1.7,7859.0,761.0,1.762943269719215,8.4,Profiles_export_4/shot42568_t194.txt,386.63543833697986
123,42568.0,0.1976,305.775,0.82,21.2,37.0,0.28,1.7,7671.0,689.0,1.7800184782062496,8.2,Profiles_export_4/shot42568_t198.txt,386.63543833697986
124,42568.0,0.2007,305.775,0.82,21.1,37.0,0.27,1.7,7527.0,662.0,1.7887763492204287,8.1,Profiles_export_4/shot42568_t201.txt,386.63543833697986
125,42568.0,0.2039,305.775,0.82,20.9,37.1,0.26,1.7,7379.0,642.0,1.7800184782062496,8.2,Profiles_export_4/shot42568_t204.txt,386.63543833697986
126,42568.0,0.207,305.775,0.82,20.7,37.2,0.27,1.7,7258.0,630.0,1.7800184782062496,8.2,Profiles_export_4/shot42568_t207.txt,386.63543833697986
127,42573.0,0.1789,304.821,0.82,23.3,35.8,0.27,1.6,6778.0,745.0,2.697682610815403,2.9,Profiles_export_4/shot42573_t179.txt,388.3370746803798
128,42573.0,0.182,304.821,0.82,23.3,35.9,0.3,1.6,6519.0,849.0,2.6266691545803798,3.1,Profiles_export_4/shot42573_t182.txt,388.3370746803798
129,42573.0,0.1851,304.821,0.82,23.4,36.0,0.3,1.6,7052.0,823.0,2.502204690812758,3.5,Profiles_export_4/shot42573_t185.txt,388.3370746803798
130,42573.0,0.18819999999999998,304.821,0.82,23.4,35.9,0.31,1.6,7050.0,722.0,2.474167235231339,3.6,Profiles_export_4/shot42573_t188.txt,388.3370746803798
131,42573.0,0.19140000000000001,304.821,0.82,23.4,35.9,0.35,1.7,6192.0,636.0,2.474167235231339,3.6,Profiles_export_4/shot42573_t191.txt,388.3370746803798
132,42573.0,0.1945,304.821,0.82,23.3,35.8,0.38,1.8,6437.0,553.0,2.4471994255402114,3.7,Profiles_export_4/shot42573_t194.txt,388.3370746803798
133,42573.0,0.1976,304.821,0.82,22.9,35.7,0.39,1.8,5662.0,532.0,2.502204690812758,3.5,Profiles_export_4/shot42573_t198.txt,388.3370746803798
134,42886.0,0.143,221.014,0.83,23.0,35.6,0.2,1.6,1963.0,591.0,3.718542168121041,1.3,Profiles_export_4/shot42886_t143.txt,737.1196158946509
135,42886.0,0.1461,221.014,0.83,23.5,36.1,0.23,1.6,1769.0,688.0,3.718542168121041,1.3,Profiles_export_4/shot42886_t146.txt,737.1196158946509
136,42886.0,0.14909999999999998,221.014,0.83,23.7,36.3,0.25,1.6,2101.0,689.0,3.8395254731201565,1.2,Profiles_export_4/shot42886_t149.txt,737.1196158946509
137,42886.0,0.15209999999999999,221.014,0.83,23.5,36.0,0.24,1.6,2595.0,802.0,3.718542168121041,1.3,Profiles_export_4/shot42886_t152.txt,737.1196158946509
138,42886.0,0.15519999999999998,221.014,0.83,23.3,35.8,0.24,1.5,2746.0,958.0,3.609930471996154,1.4,Profiles_export_4/shot42886_t155.txt,737.1196158946509
139,42886.0,0.15819999999999998,221.014,0.83,23.6,36.2,0.28,1.6,2674.0,968.0,3.718542168121041,1.3,Profiles_export_4/shot42886_t158.txt,737.1196158946509
140,42886.0,0.16119999999999998,221.014,0.83,23.9,36.4,0.31,1.6,2776.0,921.0,3.8395254731201565,1.2,Profiles_export_4/shot42886_t161.txt,737.1196158946509
141,42886.0,0.16419999999999998,221.014,0.83,23.8,36.4,0.32,1.6,3044.0,783.0,3.9755111659699724,1.1,Profiles_export_4/shot42886_t164.txt,737.1196158946509
142,42886.0,0.1673,221.014,0.83,23.7,36.2,0.31,1.6,3262.0,1049.0,3.8395254731201565,1.2,Profiles_export_4/shot42886_t167.txt,737.1196158946509
143,42886.0,0.1703,221.014,0.83,23.6,36.2,0.31,1.6,3343.0,1019.0,3.8395254731201565,1.2,Profiles_export_4/shot42886_t170.txt,737.1196158946509
144,42886.0,0.1733,221.014,0.83,23.8,36.3,0.32,1.6,3223.0,730.0,3.8395254731201565,1.2,Profiles_export_4/shot42886_t173.txt,737.1196158946509
145,42886.0,0.1764,221.014,0.83,23.8,36.3,0.33,1.6,3482.0,807.0,3.9755111659699724,1.1,Profiles_export_4/shot42886_t176.txt,737.1196158946509
146,42886.0,0.1794,221.014,0.83,23.7,36.3,0.32,1.5,3852.0,758.0,4.13,1.0,Profiles_export_4/shot42886_t179.txt,737.1196158946509
147,42886.0,0.1824,221.014,0.83,23.7,36.3,0.33,1.5,3977.0,687.0,4.13,1.0,Profiles_export_4/shot42886_t182.txt,737.1196158946509
148,42886.0,0.1855,221.014,0.83,23.9,36.4,0.34,1.6,4061.0,631.0,4.13,1.0,Profiles_export_4/shot42886_t186.txt,737.1196158946509
149,42886.0,0.1885,221.014,0.83,23.8,36.4,0.34,1.5,4226.0,566.0,3.9755111659699724,1.1,Profiles_export_4/shot42886_t188.txt,737.1196158946509
150,42886.0,0.1915,221.014,0.83,23.8,36.3,0.33,1.5,4156.0,600.0,3.9755111659699724,1.1,Profiles_export_4/shot42886_t192.txt,737.1196158946509
151,42886.0,0.1945,221.014,0.83,23.8,36.4,0.33,1.5,4130.0,729.0,3.8395254731201565,1.2,Profiles_export_4/shot42886_t194.txt,737.1196158946509
152,42886.0,0.1976,221.014,0.83,24.0,36.6,0.34,1.5,4008.0,744.0,3.718542168121041,1.3,Profiles_export_4/shot42886_t198.txt,737.1196158946509
153,42886.0,0.2006,221.014,0.83,24.0,36.6,0.35,1.5,4080.0,755.0,3.609930471996154,1.4,Profiles_export_4/shot42886_t201.txt,737.1196158946509
154,42886.0,0.2036,221.014,0.83,23.9,36.5,0.36,1.6,3943.0,708.0,3.5116687917230105,1.5,Profiles_export_4/shot42886_t204.txt,737.1196158946509
155,42886.0,0.2067,221.014,0.83,23.7,36.2,0.36,1.6,3791.0,839.0,3.264683239462852,1.8,Profiles_export_4/shot42886_t207.txt,737.1196158946509
156,42886.0,0.2097,221.014,0.83,23.5,36.2,0.4,1.6,3426.0,885.0,3.1299547098439717,2.0,Profiles_export_4/shot42886_t210.txt,737.1196158946509
157,42886.0,0.2127,221.014,0.83,23.4,36.2,0.4,1.7,3348.0,825.0,3.264683239462852,1.8,Profiles_export_4/shot42886_t213.txt,737.1196158946509
158,42886.0,0.21580000000000002,221.014,0.83,23.4,36.2,0.4,1.7,3294.0,947.0,3.264683239462852,1.8,Profiles_export_4/shot42886_t216.txt,737.1196158946509
159,42886.0,0.21880000000000002,221.014,0.83,23.4,36.5,0.39,1.6,3070.0,983.0,3.264683239462852,1.8,Profiles_export_4/shot42886_t219.txt,737.1196158946509
